
SetupTitle, Bias Stress 4V LIN
DataValue, -4, 0.1, -1.6704E-08, 5.58365E-06, 5.58365E-06, 1.6704E-08
DataValue, -3.9, 0.1, -1.4736599999999998E-08, 5.5827100000000006E-06, 5.5827100000000006E-06, 1.4736599999999998E-08
DataValue, -3.8000000000000003, 0.1, -1.2191499999999999E-08, 5.587740000000001E-06, 5.587740000000001E-06, 1.2191499999999999E-08
DataValue, -3.7, 0.1, -1.0139199999999998E-08, 5.5907000000000005E-06, 5.5907000000000005E-06, 1.0139199999999998E-08
DataValue, -3.6, 0.1, -8.20183E-09, 5.58986E-06, 5.58986E-06, 8.20183E-09
DataValue, -3.5, 0.1, -6.52351E-09, 5.57068E-06, 5.57068E-06, 6.52351E-09
DataValue, -3.4, 0.1, -4.97215E-09, 5.5643200000000008E-06, 5.5643200000000008E-06, 4.97215E-09
DataValue, -3.3000000000000003, 0.1, -3.72783E-09, 5.5669800000000005E-06, 5.5669800000000005E-06, 3.72783E-09
DataValue, -3.2, 0.1, -2.73769E-09, 5.5770800000000007E-06, 5.5770800000000007E-06, 2.73769E-09
DataValue, -3.1, 0.1, -1.98766E-09, 5.5928600000000009E-06, 5.5928600000000009E-06, 1.98766E-09
DataValue, -3, 0.1, -1.42212E-09, 5.6136800000000004E-06, 5.6136800000000004E-06, 1.42212E-09
DataValue, -2.9, 0.1, -1.01175E-09, 5.6389300000000007E-06, 5.6389300000000007E-06, 1.01175E-09
DataValue, -2.8000000000000003, 0.1, -7.21367E-10, 5.66625E-06, 5.66625E-06, 7.21367E-10
DataValue, -2.7, 0.1, -5.02418E-10, 5.6971300000000005E-06, 5.6971300000000005E-06, 5.02418E-10
DataValue, -2.6, 0.1, -3.5191100000000004E-10, 5.7316800000000008E-06, 5.7316800000000008E-06, 3.5191100000000004E-10
DataValue, -2.5, 0.1, -2.46275E-10, 5.7697800000000005E-06, 5.7697800000000005E-06, 2.46275E-10
DataValue, -2.4, 0.1, -1.7452100000000002E-10, 5.81074E-06, 5.81074E-06, 1.7452100000000002E-10
DataValue, -2.3000000000000003, 0.1, -1.23933E-10, 5.8543700000000007E-06, 5.8543700000000007E-06, 1.23933E-10
DataValue, -2.2, 0.1, -9.1949000000000007E-11, 5.90017E-06, 5.90017E-06, 9.1949000000000007E-11
DataValue, -2.1, 0.1, -6.6711E-11, 5.9482200000000006E-06, 5.9482200000000006E-06, 6.6711E-11
DataValue, -2, 0.1, -4.6396E-11, 5.9978400000000007E-06, 5.9978400000000007E-06, 4.6396E-11
DataValue, -1.9000000000000001, 0.1, -2.8596E-11, 6.04898E-06, 6.04898E-06, 2.8596E-11
DataValue, -1.8, 0.1, -1.5647000000000002E-11, 6.1018100000000005E-06, 6.1018100000000005E-06, 1.5647000000000002E-11
DataValue, -1.7000000000000002, 0.1, -4.322E-12, 6.15524E-06, 6.15524E-06, 4.322E-12
DataValue, -1.6, 0.1, 6.4380000000000006E-12, 6.2100500000000008E-06, 6.2100500000000008E-06, 6.4380000000000006E-12
DataValue, -1.5, 0.1, 1.6095E-11, 6.2658E-06, 6.2658E-06, 1.6095E-11
DataValue, -1.4000000000000001, 0.1, 2.4901E-11, 6.3221800000000005E-06, 6.3221800000000005E-06, 2.4901E-11
DataValue, -1.3, 0.1, 3.2332000000000004E-11, 6.378660000000001E-06, 6.378660000000001E-06, 3.2332000000000004E-11
DataValue, -1.2, 0.1, 3.9209000000000004E-11, 6.43591E-06, 6.43591E-06, 3.9209000000000004E-11
DataValue, -1.1, 0.1, 4.4605000000000004E-11, 6.4935600000000006E-06, 6.4935600000000006E-06, 4.4605000000000004E-11
DataValue, -1, 0.1, 5.1547000000000006E-11, 6.5509800000000008E-06, 6.5509800000000008E-06, 5.1547000000000006E-11
DataValue, -0.9, 0.1, 5.5980000000000003E-11, 6.6086400000000008E-06, 6.6086400000000008E-06, 5.5980000000000003E-11
DataValue, -0.8, 0.1, 5.9453E-11, 6.6658100000000005E-06, 6.6658100000000005E-06, 5.9453E-11
DataValue, -0.70000000000000007, 0.1, 6.4213E-11, 6.7231000000000009E-06, 6.7231000000000009E-06, 6.4213E-11
DataValue, -0.6, 0.1, 6.8597E-11, 6.7802000000000007E-06, 6.7802000000000007E-06, 6.8597E-11
DataValue, -0.5, 0.1, 7.2833000000000008E-11, 6.8369800000000011E-06, 6.8369800000000011E-06, 7.2833000000000008E-11
DataValue, -0.4, 0.1, 8.0246000000000012E-11, 6.89286E-06, 6.89286E-06, 8.0246000000000012E-11
DataValue, -0.3, 0.1, 8.5540000000000009E-11, 6.9484600000000011E-06, 6.9484600000000011E-06, 8.5540000000000009E-11
DataValue, -0.2, 0.1, 9.016400000000001E-11, 7.00399E-06, 7.00399E-06, 9.016400000000001E-11
DataValue, -0.1, 0.1, 9.4052E-11, 7.05884E-06, 7.05884E-06, 9.4052E-11
DataValue, 0, 0.1, 9.7573E-11, 7.1131900000000009E-06, 7.1131900000000009E-06, 9.7573E-11
DataValue, 0.1, 0.1, 1.0123600000000001E-10, 7.16716E-06, 7.16716E-06, 1.0123600000000001E-10
DataValue, 0.2, 0.1, 1.0406400000000001E-10, 7.2204500000000005E-06, 7.2204500000000005E-06, 1.0406400000000001E-10
DataValue, 0.3, 0.1, 1.0655300000000001E-10, 7.2728200000000006E-06, 7.2728200000000006E-06, 1.0655300000000001E-10
DataValue, 0.4, 0.1, 1.0993600000000002E-10, 7.3251200000000009E-06, 7.3251200000000009E-06, 1.0993600000000002E-10
DataValue, 0.5, 0.1, 1.12558E-10, 7.3765500000000006E-06, 7.3765500000000006E-06, 1.12558E-10
DataValue, 0.6, 0.1, 1.15E-10, 7.4274900000000006E-06, 7.4274900000000006E-06, 1.15E-10
DataValue, 0.70000000000000007, 0.1, 1.1764000000000002E-10, 7.478060000000001E-06, 7.478060000000001E-06, 1.1764000000000002E-10
DataValue, 0.8, 0.1, 1.1993300000000002E-10, 7.5273900000000011E-06, 7.5273900000000011E-06, 1.1993300000000002E-10
DataValue, 0.9, 0.1, 1.2324E-10, 7.5767700000000005E-06, 7.5767700000000005E-06, 1.2324E-10
DataValue, 1, 0.1, 1.26395E-10, 7.62571E-06, 7.62571E-06, 1.26395E-10
DataValue, 1.1, 0.1, 1.29083E-10, 7.6738500000000011E-06, 7.6738500000000011E-06, 1.29083E-10
DataValue, 1.2, 0.1, 1.32255E-10, 7.7213400000000012E-06, 7.7213400000000012E-06, 1.32255E-10
DataValue, 1.3, 0.1, 1.36276E-10, 7.76879E-06, 7.76879E-06, 1.36276E-10
DataValue, 1.4000000000000001, 0.1, 1.3999E-10, 7.8156900000000014E-06, 7.8156900000000014E-06, 1.3999E-10
DataValue, 1.5, 0.1, 1.4469300000000002E-10, 7.8625200000000011E-06, 7.8625200000000011E-06, 1.4469300000000002E-10
DataValue, 1.6, 0.1, 1.4868000000000002E-10, 7.90837E-06, 7.90837E-06, 1.4868000000000002E-10
DataValue, 1.7000000000000002, 0.1, 1.5433600000000002E-10, 7.9543500000000012E-06, 7.9543500000000012E-06, 1.5433600000000002E-10
DataValue, 1.8, 0.1, 1.59918E-10, 7.99996E-06, 7.99996E-06, 1.59918E-10
DataValue, 1.9000000000000001, 0.1, 1.66399E-10, 8.04549E-06, 8.04549E-06, 1.66399E-10
DataValue, 2, 0.1, 1.7332E-10, 8.0910500000000011E-06, 8.0910500000000011E-06, 1.7332E-10
DataValue, 2.1, 0.1, 1.8020500000000003E-10, 8.1358500000000011E-06, 8.1358500000000011E-06, 1.8020500000000003E-10
DataValue, 2.2, 0.1, 1.8893000000000001E-10, 8.1810200000000015E-06, 8.1810200000000015E-06, 1.8893000000000001E-10
DataValue, 2.3000000000000003, 0.1, 1.98418E-10, 8.22631E-06, 8.22631E-06, 1.98418E-10
DataValue, 2.4, 0.1, 2.0944600000000003E-10, 8.27182E-06, 8.27182E-06, 2.0944600000000003E-10
DataValue, 2.5, 0.1, 2.2146300000000003E-10, 8.3168700000000012E-06, 8.3168700000000012E-06, 2.2146300000000003E-10
DataValue, 2.6, 0.1, 2.3697900000000004E-10, 8.3627800000000009E-06, 8.3627800000000009E-06, 2.3697900000000004E-10
DataValue, 2.7, 0.1, 2.55869E-10, 8.4092100000000014E-06, 8.4092100000000014E-06, 2.55869E-10
DataValue, 2.8000000000000003, 0.1, 2.78433E-10, 8.4561400000000013E-06, 8.4561400000000013E-06, 2.78433E-10
DataValue, 2.9, 0.1, 3.05456E-10, 8.5036700000000009E-06, 8.5036700000000009E-06, 3.05456E-10
DataValue, 3, 0.1, 3.39862E-10, 8.5530300000000014E-06, 8.5530300000000014E-06, 3.39862E-10
DataValue, 3.1, 0.1, 3.7950600000000003E-10, 8.60389E-06, 8.60389E-06, 3.7950600000000003E-10
DataValue, 3.2, 0.1, 4.2534000000000005E-10, 8.6567000000000013E-06, 8.6567000000000013E-06, 4.2534000000000005E-10
DataValue, 3.3000000000000003, 0.1, 4.76944E-10, 8.7119100000000011E-06, 8.7119100000000011E-06, 4.76944E-10
DataValue, 3.4, 0.1, 5.3131900000000008E-10, 8.76937E-06, 8.76937E-06, 5.3131900000000008E-10
DataValue, 3.5, 0.1, 5.9200400000000006E-10, 8.83034E-06, 8.83034E-06, 5.9200400000000006E-10
DataValue, 3.6, 0.1, 6.5687500000000007E-10, 8.8948400000000011E-06, 8.8948400000000011E-06, 6.5687500000000007E-10
DataValue, 3.7, 0.1, 7.2698700000000007E-10, 8.963E-06, 8.963E-06, 7.2698700000000007E-10
DataValue, 3.8000000000000003, 0.1, 8.03956E-10, 9.0352200000000009E-06, 9.0352200000000009E-06, 8.03956E-10
DataValue, 3.9, 0.1, 8.9217700000000009E-10, 9.1128400000000013E-06, 9.1128400000000013E-06, 8.9217700000000009E-10
DataValue, 4, 0.1, 1.04278E-09, 9.189190000000001E-06, 9.189190000000001E-06, 1.04278E-09
DataValue, 4, 0.1, 9.8618E-10, 9.1949300000000011E-06, 9.1949300000000011E-06, 9.8618E-10
DataValue, 3.9, 0.1, 6.27337E-10, 9.1540600000000016E-06, 9.1540600000000016E-06, 6.27337E-10
DataValue, 3.8000000000000003, 0.1, 4.1769600000000003E-10, 9.10312E-06, 9.10312E-06, 4.1769600000000003E-10
DataValue, 3.7, 0.1, 2.8564900000000003E-10, 9.0464400000000014E-06, 9.0464400000000014E-06, 2.8564900000000003E-10
DataValue, 3.6, 0.1, 1.9252600000000002E-10, 8.985190000000001E-06, 8.985190000000001E-06, 1.9252600000000002E-10
DataValue, 3.5, 0.1, 1.25509E-10, 8.9215100000000016E-06, 8.9215100000000016E-06, 1.25509E-10
DataValue, 3.4, 0.1, 7.9112E-11, 8.85608E-06, 8.85608E-06, 7.9112E-11
DataValue, 3.3000000000000003, 0.1, 4.2586E-11, 8.7904000000000014E-06, 8.7904000000000014E-06, 4.2586E-11
DataValue, 3.2, 0.1, 1.4444000000000001E-11, 8.7241E-06, 8.7241E-06, 1.4444000000000001E-11
DataValue, 3.1, 0.1, -7.466E-12, 8.6583400000000009E-06, 8.6583400000000009E-06, 7.466E-12
DataValue, 3, 0.1, -2.2858E-11, 8.592570000000001E-06, 8.592570000000001E-06, 2.2858E-11
DataValue, 2.9, 0.1, -3.4542E-11, 8.52725E-06, 8.52725E-06, 3.4542E-11
DataValue, 2.8000000000000003, 0.1, -4.5037E-11, 8.46293E-06, 8.46293E-06, 4.5037E-11
DataValue, 2.7, 0.1, -5.4034E-11, 8.39907E-06, 8.39907E-06, 5.4034E-11
DataValue, 2.6, 0.1, -6.1503000000000007E-11, 8.33592E-06, 8.33592E-06, 6.1503000000000007E-11
DataValue, 2.5, 0.1, -6.6697E-11, 8.27344E-06, 8.27344E-06, 6.6697E-11
DataValue, 2.4, 0.1, -7.1115E-11, 8.2119200000000015E-06, 8.2119200000000015E-06, 7.1115E-11
DataValue, 2.3000000000000003, 0.1, -7.926E-11, 8.1510800000000009E-06, 8.1510800000000009E-06, 7.926E-11
DataValue, 2.2, 0.1, -8.5952E-11, 8.09099E-06, 8.09099E-06, 8.5952E-11
DataValue, 2.1, 0.1, -9.1241000000000008E-11, 8.03169E-06, 8.03169E-06, 9.1241000000000008E-11
DataValue, 2, 0.1, -9.5716000000000011E-11, 7.9732900000000014E-06, 7.9732900000000014E-06, 9.5716000000000011E-11
DataValue, 1.9000000000000001, 0.1, -1.00735E-10, 7.9152400000000011E-06, 7.9152400000000011E-06, 1.00735E-10
DataValue, 1.8, 0.1, -1.0495800000000001E-10, 7.85789E-06, 7.85789E-06, 1.0495800000000001E-10
DataValue, 1.7000000000000002, 0.1, -1.09263E-10, 7.80114E-06, 7.80114E-06, 1.09263E-10
DataValue, 1.6, 0.1, -1.1282E-10, 7.7451000000000015E-06, 7.7451000000000015E-06, 1.1282E-10
DataValue, 1.5, 0.1, -1.16665E-10, 7.68977E-06, 7.68977E-06, 1.16665E-10
DataValue, 1.4000000000000001, 0.1, -1.20464E-10, 7.6346000000000014E-06, 7.6346000000000014E-06, 1.20464E-10
DataValue, 1.3, 0.1, -1.23689E-10, 7.5803000000000009E-06, 7.5803000000000009E-06, 1.23689E-10
DataValue, 1.2, 0.1, -1.27218E-10, 7.5263300000000007E-06, 7.5263300000000007E-06, 1.27218E-10
DataValue, 1.1, 0.1, -1.2993E-10, 7.4732900000000011E-06, 7.4732900000000011E-06, 1.2993E-10
DataValue, 1, 0.1, -1.33421E-10, 7.4205300000000008E-06, 7.4205300000000008E-06, 1.33421E-10
DataValue, 0.9, 0.1, -1.36296E-10, 7.3682600000000008E-06, 7.3682600000000008E-06, 1.36296E-10
DataValue, 0.8, 0.1, -1.3945600000000002E-10, 7.3163400000000008E-06, 7.3163400000000008E-06, 1.3945600000000002E-10
DataValue, 0.70000000000000007, 0.1, -1.4181E-10, 7.2654000000000008E-06, 7.2654000000000008E-06, 1.4181E-10
DataValue, 0.6, 0.1, -1.4530400000000001E-10, 7.2145500000000011E-06, 7.2145500000000011E-06, 1.4530400000000001E-10
DataValue, 0.5, 0.1, -1.48045E-10, 7.1642700000000006E-06, 7.1642700000000006E-06, 1.48045E-10
DataValue, 0.4, 0.1, -1.5128300000000002E-10, 7.1142700000000011E-06, 7.1142700000000011E-06, 1.5128300000000002E-10
DataValue, 0.3, 0.1, -1.53924E-10, 7.0648600000000005E-06, 7.0648600000000005E-06, 1.53924E-10
DataValue, 0.2, 0.1, -1.5662900000000002E-10, 7.0161700000000011E-06, 7.0161700000000011E-06, 1.5662900000000002E-10
DataValue, 0.1, 0.1, -1.5986500000000002E-10, 6.9674100000000011E-06, 6.9674100000000011E-06, 1.5986500000000002E-10
DataValue, 0, 0.1, -1.6267900000000002E-10, 6.9193400000000011E-06, 6.9193400000000011E-06, 1.6267900000000002E-10
DataValue, -0.1, 0.1, -1.65613E-10, 6.8713800000000011E-06, 6.8713800000000011E-06, 1.65613E-10
DataValue, -0.2, 0.1, -1.68991E-10, 6.8239000000000009E-06, 6.8239000000000009E-06, 1.68991E-10
DataValue, -0.3, 0.1, -1.72218E-10, 6.7769E-06, 6.7769E-06, 1.72218E-10
DataValue, -0.4, 0.1, -1.75553E-10, 6.73015E-06, 6.73015E-06, 1.75553E-10
DataValue, -0.5, 0.1, -1.7866200000000002E-10, 6.68391E-06, 6.68391E-06, 1.7866200000000002E-10
DataValue, -0.6, 0.1, -1.8239500000000002E-10, 6.6379000000000004E-06, 6.6379000000000004E-06, 1.8239500000000002E-10
DataValue, -0.70000000000000007, 0.1, -1.86259E-10, 6.5920500000000007E-06, 6.5920500000000007E-06, 1.86259E-10
DataValue, -0.8, 0.1, -1.9020300000000003E-10, 6.5465100000000006E-06, 6.5465100000000006E-06, 1.9020300000000003E-10
DataValue, -0.9, 0.1, -1.94064E-10, 6.50168E-06, 6.50168E-06, 1.94064E-10
DataValue, -1, 0.1, -1.9890700000000001E-10, 6.45664E-06, 6.45664E-06, 1.9890700000000001E-10
DataValue, -1.1, 0.1, -2.0344600000000002E-10, 6.411860000000001E-06, 6.411860000000001E-06, 2.0344600000000002E-10
DataValue, -1.2, 0.1, -2.0871300000000002E-10, 6.36716E-06, 6.36716E-06, 2.0871300000000002E-10
DataValue, -1.3, 0.1, -2.1423100000000003E-10, 6.3227300000000009E-06, 6.3227300000000009E-06, 2.1423100000000003E-10
DataValue, -1.4000000000000001, 0.1, -2.19409E-10, 6.27901E-06, 6.27901E-06, 2.19409E-10
DataValue, -1.5, 0.1, -2.26258E-10, 6.2350900000000008E-06, 6.2350900000000008E-06, 2.26258E-10
DataValue, -1.6, 0.1, -2.3343000000000004E-10, 6.191370000000001E-06, 6.191370000000001E-06, 2.3343000000000004E-10
DataValue, -1.7000000000000002, 0.1, -2.41226E-10, 6.1476900000000006E-06, 6.1476900000000006E-06, 2.41226E-10
DataValue, -1.8, 0.1, -2.4951400000000003E-10, 6.10457E-06, 6.10457E-06, 2.4951400000000003E-10
DataValue, -1.9000000000000001, 0.1, -2.59665E-10, 6.0613700000000005E-06, 6.0613700000000005E-06, 2.59665E-10
DataValue, -2, 0.1, -2.71442E-10, 6.0180100000000005E-06, 6.0180100000000005E-06, 2.71442E-10
DataValue, -2.1, 0.1, -2.8466800000000005E-10, 5.9747000000000006E-06, 5.9747000000000006E-06, 2.8466800000000005E-10
DataValue, -2.2, 0.1, -2.99652E-10, 5.931540000000001E-06, 5.931540000000001E-06, 2.99652E-10
DataValue, -2.3000000000000003, 0.1, -3.1707E-10, 5.88851E-06, 5.88851E-06, 3.1707E-10
DataValue, -2.4, 0.1, -3.3888300000000005E-10, 5.84514E-06, 5.84514E-06, 3.3888300000000005E-10
DataValue, -2.5, 0.1, -3.6617000000000004E-10, 5.80162E-06, 5.80162E-06, 3.6617000000000004E-10
DataValue, -2.6, 0.1, -4.01735E-10, 5.7576900000000009E-06, 5.7576900000000009E-06, 4.01735E-10
DataValue, -2.7, 0.1, -4.5236700000000004E-10, 5.7137200000000006E-06, 5.7137200000000006E-06, 4.5236700000000004E-10
DataValue, -2.8000000000000003, 0.1, -5.3432100000000008E-10, 5.66877E-06, 5.66877E-06, 5.3432100000000008E-10
DataValue, -2.9, 0.1, -6.71636E-10, 5.6226100000000009E-06, 5.6226100000000009E-06, 6.71636E-10
DataValue, -3, 0.1, -8.98729E-10, 5.5744300000000008E-06, 5.5744300000000008E-06, 8.98729E-10
DataValue, -3.1, 0.1, -1.27505E-09, 5.52651E-06, 5.52651E-06, 1.27505E-09
DataValue, -3.2, 0.1, -1.79848E-09, 5.4740500000000006E-06, 5.4740500000000006E-06, 1.79848E-09
DataValue, -3.3000000000000003, 0.1, -2.59487E-09, 5.4162800000000004E-06, 5.4162800000000004E-06, 2.59487E-09
DataValue, -3.4, 0.1, -3.71439E-09, 5.35184E-06, 5.35184E-06, 3.71439E-09
DataValue, -3.5, 0.1, -5.20207E-09, 5.27976E-06, 5.27976E-06, 5.20207E-09
DataValue, -3.6, 0.1, -7.04955E-09, 5.1990300000000009E-06, 5.1990300000000009E-06, 7.04955E-09
DataValue, -3.7, 0.1, -9.20224E-09, 5.10677E-06, 5.10677E-06, 9.20224E-09
DataValue, -3.8000000000000003, 0.1, -1.1745999999999998E-08, 5.0205500000000006E-06, 5.0205500000000006E-06, 1.1745999999999998E-08
DataValue, -3.9, 0.1, -1.5474999999999998E-08, 4.96906E-06, 4.96906E-06, 1.5474999999999998E-08
DataValue, -4, 0.1, -1.92211E-08, 4.9141100000000008E-06, 4.9141100000000008E-06, 1.92211E-08
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU
TestParameter, Channel.Unit, Gate, Drain
TestParameter, Channel.IName, IgateStress, IdrainStress
TestParameter, Channel.VName, VgateStress, VdrainStress
TestParameter, Channel.Mode, V, V
TestParameter, Channel.Index, 
TestParameter, Channel.Time, Time
TestParameter, Measurement.Port.Unit, Gate, Drain
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON
TestParameter, Measurement.Sampling.Scale, LINEAR
TestParameter, Measurement.Sampling.Interval, StressInterval/NoSamples
TestParameter, Measurement.Sampling.Count, NoSamples+1
TestParameter, Measurement.Sampling.HoldTime, 0
TestParameter, Measurement.Sampling.BaseHoldTime, 0
TestParameter, Measurement.Sampling.OutputSequence, SIMULTANEOUS
TestParameter, Measurement.PostOutput.Value, SOURCE
TestParameter, Measurement.PostOutput.Retention, ON
TestParameter, Measurement.Bias.Base, 0, 0
TestParameter, Measurement.Bias.Source, VgStress, VdStress
TestParameter, Measurement.Bias.Compliance, IdMax, IdMax
TestParameter, Measurement.Monitor.Unit, SMU:=Gate, SMU:=Drain
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Function.User.Name, absIdStress, absIgStress
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(IdrainStress), abs(IgateStress)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Time
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, StressInterval
TestParameter, Output.Graph.YAxis.Data, absIdStress
TestParameter, Output.Graph.YAxis.Scale, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-12
TestParameter, Output.Graph.YAxis.Top, IdMax
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.List.Data, VgateStress, Time, IgateStress, IdrainStress
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
